question,label
수요일 금오도 날씨 맑나요,S-DATE S-LOCATION O O
오늘 양주 날씨 알려줄래,S-DATE S-LOCATION O O
수요일 포천 날씨 알려줘,S-DATE S-LOCATION O O
수요일 연천 날씨 알려줘,S-DATE S-LOCATION O O
의정부 오늘 날씨 알려줘,S-LOCATION S-DATE O O
선유도 오늘 날씨 알려줘,S-LOCATION S-DATE O O
수요일 우도 가는데 날씨 알려줘,S-DATE S-LOCATION O O O
오늘 대구 날씨 알려줘,S-DATE S-LOCATION O O
수원 오늘 날씨 궁금해,S-LOCATION S-DATE O O
경북 영월 수요일 날씨 알려줘,B-LOCATION E-LOCATION S-DATE O O
오산 화요일 날씨 알려줄래,S-LOCATION S-DATE O O
함평 오늘 날씨 알려줘,S-LOCATION S-DATE O O
강원도 춘천 가는데 오늘 날씨 알려줘,B-LOCATION E-LOCATION O S-DATE O O
전북 군산 가는데 화요일 날씨 알려줄래,B-LOCATION E-LOCATION O S-DATE O O
제주 서귀포 가려는데 화요일 날씨 알려줘,B-LOCATION E-LOCATION O S-DATE O O
오늘 제주도 날씨 알려줘,S-DATE S-LOCATION O O
울릉도 화요일 날씨 어때,S-LOCATION S-DATE O O
우도 화요일 날씨 알려줘,S-LOCATION S-DATE O O
오늘 인천 가려는데 날씨 알려줄래,S-DATE S-LOCATION O O O
평택 가려는데 오늘 날씨 어때,S-LOCATION O S-DATE O O
해남 가는데 오늘 날씨 맑나요,S-LOCATION O S-DATE O O
전남 목포 가려는데 화요일 날씨 궁금해요,B-LOCATION E-LOCATION O S-DATE O O
안산 가는데 오늘 날씨 어때,S-LOCATION O S-DATE O O
화요일 경기 부천 날씨 알려줘,S-DATE B-LOCATION E-LOCATION O O
청주 가는데 모레 날씨 어때,S-LOCATION O S-DATE O O
화요일 경기 광주 날씨 알려줘,S-DATE B-LOCATION E-LOCATION O O
