question,label
충청북도 가볼 만한 관광지 알려주세요,S-LOCATION O O O O
충청도 가기 좋은 관광지 알려줘,S-LOCATION O O O O
경상도 관광해볼 만한 관광지 어디 있냐,S-LOCATION O O O O O
서울 들려야 하는 여행지 알려줘,S-LOCATION O O O O
전북 임실 여행지 있을까,B-LOCATION E-LOCATION O O
경상북도 들려야 하는 관광지 알려주라,S-LOCATION O O O O
나주 유명한 여행장소 어디 있니,S-LOCATION O O O O
전라도 구경할만한 관광지 알려주라,S-LOCATION O O O
여름 여행지 관광지 어디 있냐,S-DATE O O O O
칠곡 유명한 구경거리 어디 있냐,S-LOCATION O O O O
경상도 들러봐야 하는 구경거리 어디 있니,S-LOCATION O O O O O
청주 꼭 들려야 하는 여행지 추천 해줘,S-LOCATION O O O O O O
안암 들러봐야 하는 관광지 알려줘,S-LOCATION O O O O
경기도 들려야 하는 관광지 알려주세요,S-LOCATION O O O O
죽전 꼭 가봐야 하는 관광지 알려주세요,S-LOCATION O O O O O
경기 안양 여행지 알려주세요,B-LOCATION E-LOCATION O O
철원 볼 만 한 구경거리 알고싶어,S-LOCATION O O O O O
충북 갈만 한 구경거리 추천 해줘,S-LOCATION O O O O O
충남 가기 좋은 관광지 어디 있니,S-LOCATION O O O O O
경상남도 구경 하기 좋은 구경거리 추천 해주라,S-LOCATION O O O O O O
강원도 가기 좋은 관광지 알려주라,S-LOCATION O O O O
경주 가까운 관광지 알려주세요,S-LOCATION O O O
진짜 꼭 들려야 하는 관광지 알려주라,O O O O O O
제주도 유명한 관광지 어디 좋을까,S-LOCATION O O O O
제주 서귀포 여행 가는데 관광지 추천,B-LOCATION E-LOCATION O O O O
밀양 여행지 갈만한 곳 없을까,S-LOCATION O O O O
아마 여행 갈 것 같은데 무주 여행지 추천,O O O O O S-LOCATION O O
나 여행 가는데 인천 진짜 좋은 여행지 없을까,O O O S-LOCATION O O O O
아마 다음 달 여행 가는데 여행지 있나,O B-DATE E-DATE O O O O
청계천 여행할만한 관광지 알려주라,S-LOCATION O O O
구로구 놀만한 구경거리 추천해 줘,S-LOCATION O O O O
강화도 볼만한 구경거리 추천해 주세요,S-LOCATION O O O O
울릉도 갈만한 관광지 알려줄래,S-LOCATION O O O
동구 유명한 관광지 알고싶어,S-LOCATION O O O
서구 놀기 좋은 관광지 추천 해주라,S-LOCATION O O O O O
파주 관광할만한 구경거리 추천 해주라,S-LOCATION O O O O
계룡 근처 한 관광지 알려줘,S-LOCATION O O O O
수원 가까운 여행지 추천 해줘,S-LOCATION O O O O
평택 들러봐야 하는 구경거리 알려주라,S-LOCATION O O O O
금천구 가기 좋은 구경거리 알려주세요,S-LOCATION O O O O
우도 가볼 만한 관광지 추천해 주라,S-LOCATION O O O O O
광명 꼭 들려야 하는 관광지 추천 해주라,S-LOCATION O O O O O O
시흥 이번 여행 어디 갈지 추천,S-LOCATION O O O O O
아마 보령 여행 갈 것 같은데 어디 갈까,O S-LOCATION O O O O O O
다음 달 아마 충남 태안 놀러 가는데 어디 갈까,B-DATE E-DATE O B-LOCATION E-LOCATION O O O O
청양 유명한 장소 어디 있니 궁금해,S-LOCATION O O O O O
공주 여행 어디 갈까,S-LOCATION O O O
포천 가면 어디 갈까,S-LOCATION O O O
이번 화천 여행 갈 것 같거든 어디 갈까,O S-LOCATION O O O O O O
서울 관광지 궁금하네 알려줘,S-LOCATION O O O
대구 관광지 알고 싶어,S-LOCATION O O O
광주 관광지 나한테 추천 해주겠니,S-LOCATION O O O O
대전 관광지 알 수 있을까,S-LOCATION O O O O
여수 유명한 놀 곳 있나,S-LOCATION O O O O
창녕 여행지 어디 좋아,S-LOCATION O O O
연천 볼만한 거 뭐 있냐,S-LOCATION O O O O
나 모레 포천 가는데 어디 갈까,O S-DATE S-LOCATION O O O
우리 내일 가평 가는데 어디 좋니,O S-DATE S-LOCATION O O O
나 이번 달 남자친구랑 놀러 가는데 어디 좋아,O B-DATE E-DATE O O O O O
우리 가을 여행 가는데 어디 갈만한 곳 없으려나,O S-DATE O O O O O O
완산구 뭐 있지 볼만한 거,S-LOCATION O O O O
인사동 진짜 좋은 곳 알려주겠니,S-LOCATION O O O O
갈만한 여행지 어디 있을까요,O O O O
모레 부산 가는데 추천해줘,S-DATE S-LOCATION O O
이번 주 여행 가는데 특히 광주 어디 갈까,B-DATE E-DATE O O O S-LOCATION O O
양구 괜찮은 곳 있니,S-LOCATION O O O
양양 이번 가는데 여행지 어디 추천할래,S-LOCATION O O O O O
나 모레 포천 가는데 괜찬은 곳 있냐,O S-DATE S-LOCATION O O O O
내일 아마 울진 가거든 어디 좋니,S-DATE O S-LOCATION O O O
문산 갈만한 곳 보여줘,S-LOCATION O O O
경상남도 유명한 곳 어디 있니 내일 여행 가거든,S-LOCATION O O O O S-DATE O O
아마 나 모레 여행 갈듯 한데 대덕 어디 갈까,O O S-DATE O O O S-LOCATION O O
송파구 놀만한 구경거리 어디 있니,S-LOCATION O O O O
성동구 들러봐야 하는 구경거리 추천 해주라,S-LOCATION O O O O O
양천구 볼만한 구경거리 알고싶어,S-LOCATION O O O
동대문 꼭 들려야 하는 관광지 있을까 내일 가기 했거든,S-LOCATION O O O O O S-DATE O O
남서울 진짜 좋은 명소 추천 좀 해줘,S-LOCATION O O O O O O
강북구 꼭 들려야 하는 관광지 알려줄래,S-LOCATION O O O O O
중구 볼만한 관광지 알려주라,S-LOCATION O O O
오랜만 광주 여행한다 어디 갈지 말해줘,O S-LOCATION O O O O
간만 여행 가는데 인천 갈 것 같거든 관광지 추천 좀,O O O S-LOCATION O O O O O O
양천 구경 할만한 명소 알려줄래,S-LOCATION O O O O
종로 가기 좋은 명소 알려주세요,S-LOCATION O O O O
금천구 들려야 하는 명소 추천 해주라,S-LOCATION O O O O O
홍대 근처 구경하기 좋은 관광지 추천 해주라,S-LOCATION O O O O O O
이대 근처 구경하기 좋은 명소 알고싶어,S-LOCATION O O O O O
건대 꼭 들려야 하는 관광지 알려줘,S-LOCATION O O O O O
종로구 놀만한 관광지 어디 있냐,S-LOCATION O O O O
평창 관광할만한 명소 알려줘,S-LOCATION O O O
완주 가까운 관광지 알려주라,S-LOCATION O O O
여름 진천 관광지 어디 좋니,S-DATE S-LOCATION O O O
모레 명소 추천 해주라,S-DATE O O O
내일모레 목포 가는데 관광지 알려줘,S-DATE S-LOCATION O O O
아마 여행 갈 거 같으니까 관광지 추천,O O O O O O O
나 친구랑 모레 놀러 가는데 서울 관광지 어디 추천,O O S-DATE O O S-LOCATION O O O
근데 진짜 좋은 관광지 없을까,O O O O O
그 때 갔던 관광지 추천,O O O O O
가을 친구랑 아마 놀러 가는데 부산 관광지 어디 추천,S-DATE O O O O S-LOCATION O O O
봄 진짜 좋은 관광지 없을까,S-DATE O O O O
강원도 갈만한 관광지 추천,S-LOCATION O O O
영덕 명소 어디 있니,S-LOCATION O O O
겨울 관광지 알려줄래,S-DATE O O
서산 명소 추천 해주세요,S-LOCATION O O O
서천 소문난 명소 알려줘,S-LOCATION O O O
이번 관광지 알려주라,O O O
오늘 명소 알려줄래,S-DATE O O
모레 명소 추천 해줘,S-DATE O O O
가을 관광지 알려주라,S-DATE O O
봄 관광지 추천 해주라,S-DATE O O O
여름 강남 명소 알려줘,S-DATE S-LOCATION O O
가을 명소 추천 해주세요,S-DATE O O O
겨울 관광지 추천 해줘,S-DATE O O O
1월 관광지 어디 있냐,S-DATE O O O
2월 진천 관광지 어디 좋니,S-DATE S-LOCATION O O O
3월 명소 추천 해주라,S-DATE O O O
4월 목포 가는데 관광지 알려줘,S-DATE S-LOCATION O O O
5월 관광지 어디 있냐,S-DATE O O O
6월 오산 관광지 어디 좋니,S-DATE S-LOCATION O O O
7월 좋은 곳 추천 해줘,S-DATE O O O O
8월 관광지 어디 있을까요,S-DATE O O O
9월 부산 가는데 추천해줘,S-DATE S-LOCATION O O
10월 여행 어디 갈까,S-DATE O O O
11월 영광 제일 유명한 명소 알려줄래,S-DATE S-LOCATION O O O O
12월 어디 여행 명소 추천해줘,S-DATE O O O O
영월 주변 진짜 유명한 명소 있을까,S-LOCATION O O O O O
1월 2일 명소 추천,B-DATE E-DATE O O
2월 8일 관광 명소 추천해줘,B-DATE E-DATE O O O
3월 16일 어디 갈까,B-DATE E-DATE O O
4월 24일 제일 유명한 명소 알려줄래,B-DATE E-DATE O O O O
5월 3일 여행 장소 추천해줘,B-DATE E-DATE O O O
6월 9일 진짜 유명한 명소 있을까,B-DATE E-DATE O O O O
